,Position,Company,Location,Job URL,Job Description,Skills
751,"Software Engineer II, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/software-engineer-ii-itc-nike-JV_KO0,24_KE25,29.htm?jl=1009644218731",2-5+ years of hands-on industry software development experience. Demonstrated experience of working with a multidisciplinary team while also being able to work…&hellip;,"CI/CD, Node.js, Software troubleshooting, Cucumber (software testing tool), DevOps"
752,"Lead Software Engineer, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/lead-software-engineer-itc-nike-JV_KO0,26_KE27,31.htm?jl=1009644218735","On a daily basis, you will collaborate with peer software engineers, product managers, and architects on product teams to achieve business objectives.&hellip;","CI/CD, Authentication, Computer science, Cloud architecture, Node.js"
753,"Senior Principal Software Engineer, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/senior-principal-software-engineer-itc-nike-JV_KO0,38_KE39,43.htm?jl=1009664796157",Provide responsive support and operations for the platforms you help build. Work with leadership to define delivery schedules of key features through an agile…&hellip;,"Azure, Go, Cloud architecture, Node.js, Kubernetes"
754,iOS App Developer (Saturday Only In-Person Chennai),"Kugan Info Tech @ Mandaveli Chennai – Chennai, Tamil Nadu",Chennai,"https://www.glassdoor.co.in/job-listing/ios-app-developer-saturday-only-in-person-chennai-kugan-info-tech-mandaveli-chennai-chennai-tamil-nadu-JV_IC2833209_KO0,49_KE50,102.htm?jl=1009682376846","Experience with backend technologies (Node.js, AWS, Firebase) is an added advantage. Collaborate with designers and backend developers to create seamless user…&hellip;","Node.js, iOS development, iOS, Objective-C, Git"
755,"Senior Manager Software Engineering, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/senior-manager-software-engineering-itc-nike-JV_KO0,39_KE40,44.htm?jl=1009644218736","If this is you, you’ll be working on the Consumer Product Innovation team and be one of the primary technical leaders on one of Nike’s emerging technology…&hellip;","Elasticsearch, Azure, Node.js, CSS, React"
756,Application Security Senior Manager,Boston Consulting Group,Gurgaon,"https://www.glassdoor.co.in/job-listing/application-security-senior-manager-boston-consulting-group-JV_IC2921225_KO0,35_KE36,59.htm?jl=1009636074898","Understanding of AI-generated code implications for security with the ability to assess and address security risks associated with AI-generated code, including…&hellip;","CI/CD, Node.js, Kubernetes, DevOps, Spark"
757,Web Developer,IAS Gurukul,Saket,"https://www.glassdoor.co.in/job-listing/web-developer-ias-gurukul-JV_IC4469283_KO0,13_KE14,25.htm?jl=1008461899522",10:00 am to 06:30 pm. 4+ years of proven working experience in web programming. Cooperate with web designers to match visual design intent.&hellip;,"Node.js, CSS, React, Relational databases, Application development"
758,Node.js Developer,APTYOU SERVICES PRIVATE LIMITED,Remote,"https://www.glassdoor.co.in/job-listing/node-js-developer-aptyou-services-private-limited-JV_KO0,17_KE18,49.htm?jl=1009674309481","Experience working with databases (e.g., MongoDB, PostgreSQL, MySQL). Knowledge of RESTful API design and implementation. Job Types: Full-time, Part-time.&hellip;","Authentication, Node.js, Git, Google Cloud Platform, MongoDB"
759,Front End Developer Intern,TuringX,Remote,"https://www.glassdoor.co.in/job-listing/front-end-developer-intern-turingx-JV_KO0,26_KE27,34.htm?jl=1009699778368","Optimize applications for maximum speed, scalability, and accessibility across devices and browsers. Stay updated on the latest front-end technologies, best…&hellip;","Node.js, CSS, React, Git, English"
760,Node.js Developer,Super Cluster,Remote,"https://www.glassdoor.co.in/job-listing/node-js-developer-super-cluster-JV_KO0,17_KE18,31.htm?jl=1008517970992",If you can help us design and create multiple layers of applications while working cross-functionally across different infrastructures.&hellip;,"Node.js, OOP, JavaScript, REST, APIs"
761,Node js developer,TotHR Solutions,Remote,"https://www.glassdoor.co.in/job-listing/node-js-developer-tothr-solutions-JV_KO0,17_KE18,33.htm?jl=1009678489116","We are looking for candidates who have 5 years experience in Node JS Job Type: Full-time Pay: ₹500,000.00 - ₹600,000.00 per year Work Location:…&hellip;","Node.js, CSS, WordPress, Web development, HTML"
762,Node Js Developer - Intern,MNJ Software,Remote,"https://www.glassdoor.co.in/job-listing/node-js-developer-intern-mnj-software-JV_KO0,24_KE25,37.htm?jl=1007806975468",Employees are required to have flexibility to work any of our 9-hour shift schedules during our normal business hours of (6am - 10pm IST) or (6pm to 6am IST).&hellip;,"Computer science, Node.js, CSS, Relational databases, Git"
763,Node Js Backend Developer,Our mission education,Remote,"https://www.glassdoor.co.in/job-listing/node-js-backend-developer-our-mission-education-JV_KO0,25_KE26,47.htm?jl=1009683207101","Our Software Engineering Team is growing fast, and we've optimizing web pages for maximum efficiency and maintaining brand consistency across all products.&hellip;","CI/CD, Cloud architecture, Node.js, Kubernetes, Data structures"
764,Node.js Developer,Appening Infotech,Remote,"https://www.glassdoor.co.in/job-listing/node-js-developer-appening-infotech-JV_KO0,17_KE18,35.htm?jl=1006694221938","We are looking for back end developers with a keen eye for detail, along with a passion to deliver quality, customer-focused solutions.&hellip;","MVC, Node.js, NoSQL, Databases, SQL"
765,Full-Stack Developers,RadicalRack,Ahmedabad,"https://www.glassdoor.co.in/job-listing/full-stack-developers-radicalrack-JV_IC2935226_KO0,21_KE22,33.htm?jl=1007860194421",Good knowledge of various design and architectural patterns. Understanding fundamental design principles behind a scalable application.&hellip;,"Node.js, React, Web development, MongoDB, Java"
766,Node JS Developers,Laddu Systems,Remote,"https://www.glassdoor.co.in/job-listing/node-js-developers-laddu-systems-JV_KO0,18_KE19,32.htm?jl=1009402793054","We are hiring “Node JS Developers”, interested candidates can apply. Job Features Job Category Developers Minimum Qualification Graduate Work Experience 2…&hellip;",Node.js
767,Regular Node.js Software Developer,Luxoft,Remote,"https://www.glassdoor.co.in/job-listing/regular-node-js-software-developer-luxoft-JV_KO0,34_KE35,41.htm?jl=1009698113892",We are looking for a Backend Developer to help with our API layer on the backend establishing generic contracts and interfaces to allow us to scale globally.&hellip;,"Node.js, React, Data structures, English, PHP"
768,Junior Node.js developer,Vanilla Networks,Remote,"https://www.glassdoor.co.in/job-listing/junior-node-js-developer-vanilla-networks-JV_KO0,24_KE25,41.htm?jl=1007649131637",Coding in PHP and/or Python to build modern web apps. Good written English and eagerness to deliver high quality service to clients.&hellip;,"Node.js, React, NoSQL, Git, English"
769,Node js React js full stack developer,Innovins Softtech Solution,Remote,"https://www.glassdoor.co.in/job-listing/node-js-react-js-full-stack-developer-innovins-softtech-solution-JV_KO0,37_KE38,64.htm?jl=1009697207492","Develop and maintain web applications using *Node.js* (backend) and *React.js* (frontend). Write clean, efficient, and reusable code following best practices.&hellip;","CI/CD, Azure, Node.js, Software troubleshooting, React"
770,Junior Software Developer,jobsequel.in,Remote,"https://www.glassdoor.co.in/job-listing/junior-software-developer-jobsequel-in-JV_KO0,25_KE26,38.htm?jl=1009664632385","As a Junior Software Engineer, you will be involved in the design, development, and maintenance of software applications.&hellip;","Azure, Node.js, CSS, Software troubleshooting, React"
771,Node js developer,Vervali Systems Pvt Ltd,India,"https://www.glassdoor.co.in/job-listing/node-js-developer-vervali-systems-pvt-ltd-JV_KO0,17_KE18,41.htm?jl=1009698889414",Proactive problem solver with excellent communication skills. Seeking a motivated Software Engineer with 4-7 years of experience in Nodejs.&hellip;,"Node.js, MongoDB, AWS, JavaScript, TypeScript"
772,Node.js Developer Intern,Energetics AI,India,"https://www.glassdoor.co.in/job-listing/node-js-developer-intern-energetics-ai-JV_KO0,24_KE25,38.htm?jl=1009635093206","Designing customer-facing UI and back-end services for various business processes. Implementing effective security protocols, data protection measures, and…&hellip;","Node.js, JavaScript, Communication skills, Time management"
773,Node js developer,Blackboard Edutech India Pvt Ltd.,Indore,"https://www.glassdoor.co.in/job-listing/node-js-developer-blackboard-edutech-india-pvt-ltd-JV_IC2876676_KO0,17_KE18,50.htm?jl=1009683817961","*Performance Optimization: *Identify and address performance bottlenecks, optimizing applications for speed and efficiency. Job Types: Full-time, Permanent.&hellip;","Azure, Node.js, Software troubleshooting, Relational databases, Git"
774,Full Stack Developer,ADLINK MARKETING COMPANY,Remote,"https://www.glassdoor.co.in/job-listing/full-stack-developer-adlink-marketing-company-JV_KO0,20_KE21,45.htm?jl=1009687568830","*Code Quality:* Write well-organized, efficient, and reusable code that adheres to best practices and industry standards. Bonus Skills (Nice-to-Have):*.&hellip;","Web design, CI/CD, Azure, Node.js, CSS"
775,Node.js Developer (Fresher),Openspace Services,Mumbai,"https://www.glassdoor.co.in/job-listing/node-js-developer-fresher-openspace-services-JV_IC2851180_KO0,25_KE26,44.htm?jl=1009692238832","Familiarity with web technologies such as HTML, CSS, and JavaScript. Basic knowledge of RESTful API concepts and web services.&hellip;","Node.js, CSS, Software troubleshooting, NoSQL, Git"
776,Junior Node Js Developer,Tantrasoft Solutions,Mumbai,"https://www.glassdoor.co.in/job-listing/junior-node-js-developer-tantrasoft-solutions-JV_IC2851180_KO0,24_KE25,45.htm?jl=1009369362343","To work on diverse backendstack such as Node.js, Express JS. Preparing Reports, manual & other Documentation on the status, operation and maintainance of…&hellip;","Node.js, English, Express.js, JavaScript, Communication skills"
777,Node JS Developer,Tatwa Technologies,Bhubaneshwar,"https://www.glassdoor.co.in/job-listing/node-js-developer-tatwa-technologies-JV_IC4469444_KO0,17_KE18,36.htm?jl=1009424989340","Key Skills: Javascript MySQL/MongoDB/DynamoDB/SQL server ExpressJs Angular/ReactJS Redux JS frameworks AWS, Serverless…&hellip;","Node.js, React, Microsoft SQL Server, MongoDB, AWS"
778,React/Node.js Developer (Intern/Job),Optimize For SEO,Rānchī,"https://www.glassdoor.co.in/job-listing/react-node-js-developer-intern-job-optimize-for-seo-JV_IC2923847_KO0,34_KE35,51.htm?jl=1009340493266",Optimize applications for maximum speed and scalability. Stay up-to-date with the latest industry trends and technologies.&hellip;,"Azure, Node.js, CSS, Software troubleshooting, React"
779,Node js developer,Cart Geek,India,"https://www.glassdoor.co.in/job-listing/node-js-developer-cart-geek-JV_KO0,17_KE18,27.htm?jl=1009698982913","Pay: ₹60,000.00 - ₹70,000.00 per month. What is your current/last CTC? Years of Experience: *4-8+ years*. Primary Skills: *Nodejs, Xpressjs, MongoDb*.&hellip;","Node.js, MongoDB, AWS, Express.js"
780,Datacom Architect,Capgemini Engineering,Chennai,"https://www.glassdoor.co.in/job-listing/datacom-architect-capgemini-engineering-JV_IC2833209_KO0,17_KE18,39.htm?jl=1009627501588","Part of the Capgemini Group, Sogeti makes business value through technology for organizations that need to implement innovation at speed and want a local…&hellip;","CI/CD, Hybris, ASP.NET, Azure, MVC"
781,Principal engineer SoC connectivity,Infineon Technologies,Bengaluru,"https://www.glassdoor.co.in/job-listing/principal-engineer-soc-connectivity-infineon-technologies-JV_IC2940587_KO0,35_KE36,57.htm?jl=1009550662448","At least 5 years of relevant professional experience in the field ofmixed signal semiconductors, SoC architecture, IC design, test,characterization or related…&hellip;","Microsoft Powerpoint, Git, English, Windows, Java"
782,Principle Engineer Architecture & Connectivity,Infineon Technologies,Bengaluru,"https://www.glassdoor.co.in/job-listing/principle-engineer-architecture-connectivity-infineon-technologies-JV_IC2940587_KO0,44_KE45,66.htm?jl=1009601441316",Releasing and versioning of design steps and data in alignment withother teams. At least 5 years of relevant professional experience in the field ofmixed signal…&hellip;,"Microsoft Powerpoint, Git, English, Windows, Java"
